text,intent,label
good evening,goodbye,6
covid confirmed cases,covid cases,4
please mute the sound,volume control,19
what time is it now,asking time,1
play on youtube,play on youtube,12
send email to <name>,send email,13
good day,goodbye,6
This is Adam,"greet and hello hi kind of things, general check in",7
What actions can you perform?,what can you do,20
what time is it in another city,asking time,1
open website stackoverflow.com,open website,9
tell me about tomorrow,tell me about,16
what time is it tomorrow,asking time,1
i need a cup of coffee,,-1
make my collection mostly pop with a good bit of psychedelia,play on youtube,12
i would like to mute the speakers please,volume control,19
send email to nancy about tomorrow's work party details,send email,13
Can you mute the volume?,volume control,19
mute all responses now,volume control,19
turn coffee maker on,,-1
daily cases of india,covid cases,4
play bad guy on youtube,play on youtube,12
get me the latest news of world,tell me news,18
send whatsapp message to,send whatsapp message,14
are there any shopping centers nearby,places near me,10
want to wake up can you order a cappochino,,-1
date,asking date,0
click photo,click photo,3
Can you control the volume?,volume control,19
Please be quiet,goodbye,6
I am Bella,"greet and hello hi kind of things, general check in",7
What are the top places nearby?,places near me,10
will trump visit russia anytime soon,tell me news,18
screen shot,take screenshot,15
play bad guy on youtube,play on youtube,12
Can you turn the volume up?,volume control,19
tell me a good doctor joke,tell me joke,17
play bad guy on youtube,play on youtube,12
will you please again elaborate.,tell me about,16
hey olly tell my today's top news,tell me news,18
Quiet,goodbye,6
Can you set the volume to maximum?,volume control,19
please explain me more on what you said.,tell me about,16
are you human,tell me about,16
tomorrow,asking date,0
i don't understand what you have said.,tell me about,16
play golf,play games,11
play i spy with me,play games,11
Hya there,"greet and hello hi kind of things, general check in",7
recommend pub in eighth and monte diablo,places near me,10
hi how are you,"greet and hello hi kind of things, general check in",7
good day,goodbye,6
good news for economy,tell me news,18
i need one cup of coffee,,-1
play on youtube,play on youtube,12
what's the good news?,tell me news,18
download youtube video of minecraft,download youtube video,5
what is the time,asking time,1
what is home town weather,asking weather,2
i was unclear about what you have said.,tell me about,16
show me what i can do with fitness,tell me about,16
i am bored,i am bored,8
hey there,"greet and hello hi kind of things, general check in",7
screen shot of <name>,take screenshot,15
What can you assist me with?,what can you do,20
what time is it,asking time,1
decrease speaker volume,volume control,19
covid cases,covid cases,4
share me a joke,tell me joke,17
what is the time,asking time,1
please show me detail of previous played song,play on youtube,12
covid cases,covid cases,4
see you later,goodbye,6
what is the day,asking date,0
Quiet,goodbye,6
Tell me a joke,tell me joke,17
what is the weather like now tomorrow,asking weather,2
open website stackoverflow.com,open website,9
Tell me a joke,tell me joke,17
what is mondays actual date,asking time,1
"Thank you, goodbye",goodbye,6
capture photo,click photo,3
tell me a joke about asia,tell me joke,17
"Thank you, goodbye",goodbye,6
Tell me a joke,tell me joke,17
i am bored today what can i do,i am bored,8
places near me to eat today with my family,places near me,10
show me a funny joke,tell me joke,17
start the coffee machine,,-1
what time is it day before tomorrow,asking time,1
i want to drink coffee,,-1
covid confirmed cases of,covid cases,4
what time is it day before tomorrow,asking time,1
hello there,"greet and hello hi kind of things, general check in",7
let me know the latest weather news,tell me news,18
send email to dipesh,send email,13
Hi there,"greet and hello hi kind of things, general check in",7
please play only sad song in music player,play on youtube,12
tomorrow,asking date,0
find shoe shopping near my home,places near me,10
go silent until three pm,volume control,19
email my mom,send email,13
take screenshot,take screenshot,15
"Thank you, bye",goodbye,6
play guru randhawa on youtube,play on youtube,12
click selfie of,click photo,3
download youtube video of guru randhawa,download youtube video,5
What can you assist me with?,what can you do,20
what's that the album is current music from,play on youtube,12
Give me a joke,tell me joke,17
tell me a joke about kim jong un,tell me joke,17
what did she just sing,play on youtube,12
new policies,tell me news,18
Hola how are you?,"greet and hello hi kind of things, general check in",7
Hi,"greet and hello hi kind of things, general check in",7
can you find an animal joke for me,tell me joke,17
Great thanks! It is Bella,"greet and hello hi kind of things, general check in",7
tell me news day after tomorrow,tell me news,18
Good thanks! My user is Adam,"greet and hello hi kind of things, general check in",7
what time is it,asking time,1
This is Adam,"greet and hello hi kind of things, general check in",7
i am bored what can i do today with my family,i am bored,8
mute for volume,volume control,19
It is Bella,"greet and hello hi kind of things, general check in",7
i had a relaxing day today,tell me about,16
what time is it now,asking time,1
take screenshot of,take screenshot,15
tell me the date when this song was recorded,play on youtube,12
"Thanks for the help, goodbye",goodbye,6
Hya,"greet and hello hi kind of things, general check in",7
can you elaborate me on your answers again.,tell me about,16
let's play fmod,play games,11
let's play a game of truth or dare,play games,11
turn speaker volume down,volume control,19
Do you know the time?,asking time,1
please play workout playlist,play on youtube,12
download youtube video of <name>,download youtube video,5
What can you help me with?,what can you do,20
is there any grocery nearby,places near me,10
what is the weather like tomorrow,asking weather,2
don't talk until i ask you to,volume control,19
mute for the next hour please,volume control,19
what is the day,asking date,0
see you later,goodbye,6
what time is it now,asking time,1
play games,play games,11
send email to family and tell them to bring the bug spray before coming to the park,send email,13
Hola how are you?,"greet and hello hi kind of things, general check in",7
covid confirmed cases of,covid cases,4
Great thanks! This is Bella,"greet and hello hi kind of things, general check in",7
please play me a song from my favourite list,play on youtube,12
